Image URL / path,Times referenced,Pages referencing it
https://learningopportunities.co.za/resources/img/illustrations/6_social_implications_pracquiz.jpg,1,si_contents.html
https://learningopportunities.co.za/resources/img/illustrations/6_social_implications_finquiz.jpg,1,si_contents.html
http://itteacher.co.za/resources/img/cyber_crime.png,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/hackers.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/script_kiddie_win.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/virus.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/worm.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/trojan.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/phishing.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/scam.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/spyware.jpg,1,si_cyber_crime.php
https://learningopportunities.co.za/resources/img/illustrations/ransomware.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/spam.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/pharming2.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/clickjacking.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/spoofing.jpg,1,si_cyber_crime.php
http://itteacher.co.za/resources/img/internet_penetration.jpg,1,si_digital_divide.html
http://itteacher.co.za/resources/img/digital_divide_infographic.jpg,1,si_digital_divide.html
http://itteacher.co.za/resources/img/green_computing.png,1,si_green_computing.php
http://itteacher.co.za/resources/img/factory.jpg,1,si_green_computing.php
http://itteacher.co.za/resources/img/power.jpg,1,si_green_computing.php
http://itteacher.co.za/resources/img/green_power.jpg,1,si_green_computing.php
http://itteacher.co.za/resources/img/vampire_power.jpg,1,si_green_computing.php
http://itteacher.co.za/resources/img/ewaste.jpg,1,si_green_computing.php
http://itteacher.co.za/resources/img/ewaste_graph.jpg,1,si_green_computing.php
http://itteacher.co.za/resources/img/li_wei_point_left.png,1,si_intro.html
http://itteacher.co.za/resources/img/copyright.png,1,si_licensing.html
https://imgs.xkcd.com/comics/faust_20.png,1,si_licensing.html
http://itteacher.co.za/resources/img/drm1.jpg,1,si_licensing.html
https://imgs.xkcd.com/comics/steal_this_comic.png,1,si_licensing.html
http://itteacher.co.za/resources/img/plagiarism.jpg,1,si_plagiarism.php
https://learningopportunities.co.za/resources/img/illustrations/cartoon_plagiarism.jpg,1,si_plagiarism.php
http://itteacher.co.za/resources/img/productivity_software.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/software_word_processor.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/software_presentation.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/software_spreadsheet.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/software_suite.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/database.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/web_design.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/dtp.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/bitmap_grid.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/bitmap_notes.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/3d_graphics.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/video_editing.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/animator.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/accounting.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/gis.jpg,1,sw_applications.php
https://learningopportunities.co.za/resources/img/illustrations/khan_academy.jpg,1,sw_applications.php
http://itteacher.co.za/resources/img/esports.jpg,1,sw_applications.php
https://learningopportunities.co.za/resources/img/illustrations/3_software_prequiz.jpg,1,sw_contents.html
https://learningopportunities.co.za/resources/img/illustrations/sw_types.jpg,1,sw_contents.html
https://learningopportunities.co.za/resources/img/illustrations/sw_sys.jpg,1,sw_contents.html
https://learningopportunities.co.za/resources/img/illustrations/sw_app.jpg,1,sw_contents.html
https://learningopportunities.co.za/resources/img/illustrations/3_software_pracquiz.jpg,1,sw_contents.html
https://learningopportunities.co.za/resources/img/illustrations/3_software_finquiz.jpg,1,sw_contents.html
http://itteacher.co.za/resources/img/saas_2.jpg,1,sw_distribution.php
http://itteacher.co.za/resources/img/freeware.jpg,1,sw_distribution.php
http://itteacher.co.za/resources/img/oss.jpg,1,sw_distribution.php
http://itteacher.co.za/resources/img/windows_10.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/macos_mojave.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/linux.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/ipad.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/android.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/chromebook.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/command_prompt_windows.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/command_prompt_macos.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/windows_10_desktop.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/touchscreen_interface.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/brain_computer_interface.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/io_management.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/memory_management.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/hdd_cutaway.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/task_manager.jpg,1,sw_systems.php
http://itteacher.co.za/resources/img/utilities.png,1,sw_systems.php
http://itteacher.co.za/resources/img/device_driver.png,1,sw_systems.php
